symbol,company_name,report_date,processing_timestamp,current_revenue_latest,current_revenue_amount,current_revenue_yoy_change,current_revenue_period,current_revenue_source_url,annual_revenue_latest,annual_revenue_2024,annual_revenue_2023,annual_revenue_source_url,revenue_guidance_next_quarter,revenue_guidance_next_year,revenue_guidance_source_url,gross_profit_current,gross_profit_amount,gross_margin_percent,gross_profit_period,gross_profit_source_url,net_income,eps,cost_of_revenues,operating_income,primary_sources,all_sources,source_count,data_quality_score
NKE,Quarterly Revenue,2025-06-28 21:50:54,2025-06-28T21:50:54.056134,$11.1 billion,11.1,12%,,,,,,,$11.1 billion,,https://www.sec.gov/Archives/edgar/data/320187/000032018725000034/nke-20250626.htm,$11.1 billion,11.1,40.3%,Q4 FY2025,https://finance.yahoo.com/news/nike-inc-reports-fiscal-2025-201500808.html,,,,,https://finance.yahoo.com/news/nike-nke-tops-q4-earnings-212502795.html; https://www.sec.gov/Archives/edgar/data/320187/000032018725000034/nke-20250626.htm; https://finance.yahoo.com/news/nike-inc-reports-fiscal-2025-201500808.html,https://finance.yahoo.com/news/nike-nke-tops-q4-earnings-212502795.html; https://www.sec.gov/Archives/edgar/data/320187/000032018725000034/nke-20250626.htm; https://finance.yahoo.com/news/nike-inc-reports-fiscal-2025-201500808.html,3,0.94
